,True Label,RF Time
0,4,0
1,4,0
2,4,1
3,4,1
4,4,1
5,4,1
6,4,1
7,4,1
8,4,4
9,4,4
10,4,4
11,4,4
12,4,4
13,4,4
14,4,1
15,4,1
16,4,1
17,4,1
18,4,0
19,4,0
20,4,0
21,4,0
22,4,0
23,4,0
24,4,0
25,4,0
26,4,0
27,4,0
28,4,0
29,4,0
30,4,0
31,4,0
32,4,0
33,4,0
34,4,0
35,4,0
36,4,0
37,4,0
38,4,0
39,4,0
40,4,0
41,4,0
42,4,0
43,4,0
44,4,0
45,4,0
46,4,0
47,4,0
48,4,0
49,4,0
50,4,0
51,4,4
52,4,4
53,4,4
54,4,4
55,4,4
56,4,4
57,4,4
58,4,4
59,4,4
60,4,5
61,4,5
62,4,5
63,4,5
64,4,5
65,4,5
66,4,5
67,4,5
68,4,5
69,4,5
70,4,4
71,4,4
72,4,4
73,4,4
74,4,4
75,4,4
76,4,4
77,4,4
78,4,4
79,4,4
80,4,5
81,4,5
82,4,5
83,4,5
84,4,4
85,4,4
86,4,4
87,4,4
88,4,1
89,4,1
90,4,1
91,4,4
92,4,4
93,4,1
94,4,4
95,4,4
96,4,4
97,4,4
98,4,4
99,4,4
100,4,4
101,4,4
102,4,4
103,4,4
104,4,5
105,4,4
106,4,5
107,4,4
108,4,4
109,4,4
110,4,4
111,4,4
112,4,5
113,4,5
114,4,4
115,4,4
116,4,5
117,4,5
118,4,5
119,4,4
120,4,4
121,4,4
122,4,4
123,4,5
124,4,5
125,4,4
126,4,4
127,4,4
128,4,4
129,4,4
130,4,4
131,4,4
132,4,4
133,4,4
134,4,4
135,4,4
136,4,4
137,4,4
138,4,5
139,4,4
140,4,4
141,4,4
142,4,4
143,4,4
144,4,4
145,4,4
146,4,4
147,4,4
148,4,4
149,4,5
150,4,5
151,4,5
152,4,5
153,4,5
154,4,5
155,4,5
156,4,5
157,4,5
158,4,4
159,4,5
160,4,4
161,4,5
162,4,5
163,4,5
164,4,4
165,4,4
166,4,4
167,4,5
168,4,4
169,4,4
170,4,4
171,4,4
172,4,4
173,4,4
174,4,4
175,4,4
176,4,4
177,4,4
178,4,4
179,4,4
180,4,4
181,4,4
182,4,4
183,4,4
184,4,4
185,4,4
186,4,4
187,4,4
188,4,5
189,4,5
190,4,4
191,4,4
192,4,4
193,4,5
194,4,4
195,4,4
196,4,5
197,4,4
198,4,4
199,4,4
200,4,4
201,4,4
202,4,4
203,4,4
204,4,4
205,4,5
206,4,5
207,4,5
208,4,5
209,4,5
210,4,5
211,4,5
212,4,5
213,4,4
214,4,4
215,4,4
216,4,4
217,4,4
218,4,4
219,4,4
220,4,4
221,4,4
222,4,4
223,4,4
224,4,4
225,4,4
226,4,4
227,4,4
228,4,4
229,4,4
230,4,4
231,4,4
232,4,4
233,4,4
234,4,4
235,4,4
236,4,5
237,4,5
238,4,4
239,4,3
240,4,4
241,4,4
242,4,4
243,4,4
244,4,4
245,4,4
246,4,4
247,4,4
248,4,5
249,4,5
250,4,4
251,4,4
252,4,1
253,4,4
254,4,4
255,4,4
256,4,4
257,4,4
258,4,4
259,4,4
260,4,4
261,4,4
262,4,4
263,4,4
264,4,4
265,4,4
266,4,4
267,4,4
268,4,4
269,4,5
270,4,5
271,4,5
272,4,4
273,4,5
274,4,4
275,4,4
276,4,4
277,4,4
278,4,4
279,4,4
280,4,4
281,4,4
282,4,4
283,4,4
284,4,5
285,4,5
286,4,5
287,4,5
288,4,5
289,4,5
290,4,5
291,4,5
292,4,5
293,4,5
294,4,4
295,4,4
296,4,4
297,4,4
298,4,4
299,4,4
300,4,4
301,4,4
302,4,4
303,4,4
304,4,4
305,4,4
306,4,4
307,4,5
308,4,3
309,4,5
310,4,5
311,4,3
312,4,5
313,4,5
314,4,5
315,4,5
316,4,5
317,4,4
318,4,5
319,4,5
320,4,4
321,4,4
322,4,5
323,4,5
324,4,5
325,4,5
326,4,4
327,4,5
328,4,4
329,4,4
330,4,4
331,4,4
332,4,4
333,4,4
334,4,4
335,4,4
336,4,4
337,4,4
338,4,4
339,4,4
340,4,4
341,4,4
342,4,4
343,4,4
344,4,4
345,4,4
346,4,4
347,4,4
348,4,4
349,4,4
350,4,4
351,4,4
352,4,4
353,4,5
354,4,5
355,4,5
356,4,5
357,4,5
358,4,5
359,4,5
360,4,5
361,4,5
362,4,5
363,4,5
364,4,5
365,4,5
366,4,4
367,4,5
368,4,4
369,4,4
370,4,4
371,4,5
372,4,5
373,4,4
374,4,4
375,4,4
376,4,4
377,4,4
378,4,1
379,4,1
380,4,0
381,4,0
382,4,0
383,4,0
384,4,0
385,4,0
386,4,0
387,4,0
388,4,0
389,4,0
390,4,0
391,4,0
392,4,0
393,4,0
