,True Label,RF Time
0,2,0
1,2,0
2,2,0
3,2,0
4,2,0
5,2,0
6,2,0
7,2,0
8,2,0
9,2,0
10,2,0
11,2,0
12,2,0
13,2,0
14,2,0
15,2,0
16,2,0
17,2,0
18,2,0
19,2,0
20,2,0
21,2,0
22,2,0
23,2,0
24,2,0
25,2,0
26,2,0
27,2,0
28,2,0
29,2,0
30,2,0
31,2,0
32,2,0
33,2,0
34,2,0
35,2,1
36,2,1
37,2,1
38,2,1
39,2,1
40,2,1
41,2,1
42,2,1
43,2,1
44,2,1
45,2,1
46,2,1
47,2,2
48,2,2
49,2,2
50,2,2
51,2,2
52,2,2
53,2,2
54,2,2
55,2,2
56,2,2
57,2,2
58,2,2
59,2,2
60,2,2
61,2,1
62,2,1
63,2,1
64,2,1
65,2,2
66,2,2
67,2,2
68,2,2
69,2,2
70,2,2
71,2,2
72,2,2
73,2,2
74,2,2
75,2,2
76,2,2
77,2,2
78,2,2
79,2,2
80,2,1
81,2,1
82,2,1
83,2,1
84,2,1
85,2,1
86,2,1
87,2,1
88,2,1
89,2,3
90,2,2
91,2,2
92,2,2
93,2,2
94,2,2
95,2,2
96,2,2
97,2,2
98,2,2
99,2,2
100,2,2
101,2,2
102,2,2
103,2,2
104,2,2
105,2,2
106,2,2
107,2,1
108,2,1
109,2,2
110,2,1
111,2,2
112,2,2
113,2,2
114,2,2
115,2,2
116,2,2
117,2,2
118,2,2
119,2,2
120,2,2
121,2,2
122,2,2
123,2,2
124,2,2
125,2,1
126,2,1
127,2,1
128,2,1
129,2,1
130,2,1
131,2,1
132,2,1
133,2,1
134,2,2
135,2,2
136,2,2
137,2,2
138,2,2
139,2,2
140,2,2
141,2,2
142,2,1
143,2,1
144,2,1
145,2,1
146,2,1
147,2,1
148,2,1
149,2,1
150,2,1
151,2,1
152,2,1
153,2,1
154,2,1
155,2,1
156,2,1
157,2,1
158,2,2
159,2,1
160,2,1
161,2,1
162,2,1
163,2,1
164,2,1
165,2,1
166,2,1
167,2,1
168,2,1
169,2,2
170,2,2
171,2,2
172,2,1
173,2,1
174,2,1
175,2,1
176,2,1
177,2,1
178,2,1
179,2,0
180,2,0
181,2,0
182,2,0
183,2,0
184,2,0
185,2,0
186,2,0
187,2,0
188,2,0
189,2,0
190,2,0
191,2,0
192,2,0
193,2,0
194,2,0
195,2,0
196,2,0
197,2,0
198,2,0
199,2,0
200,2,0
201,2,0
202,2,0
203,2,0
204,2,0
205,2,1
206,2,1
207,2,1
208,2,1
209,2,1
210,2,1
211,2,1
212,2,1
213,2,1
214,2,1
215,2,1
216,2,1
217,2,1
218,2,2
219,2,2
220,2,2
221,2,2
222,2,2
223,2,2
224,2,2
225,2,2
226,2,2
227,2,2
228,2,3
229,2,2
230,2,3
231,2,3
232,2,1
233,2,1
234,2,1
235,2,1
236,2,1
237,2,1
238,2,1
239,2,1
240,2,1
241,2,1
242,2,2
243,2,2
244,2,2
245,2,2
246,2,2
247,2,2
248,2,2
249,2,2
250,2,2
251,2,2
252,2,2
253,2,2
254,2,2
255,2,3
256,2,2
257,2,3
258,2,3
259,2,3
260,2,2
261,2,1
262,2,1
263,2,1
264,2,1
265,2,1
266,2,1
267,2,1
268,2,2
269,2,2
270,2,2
271,2,2
272,2,2
273,2,2
274,2,2
275,2,2
276,2,2
277,2,2
278,2,2
279,2,2
280,2,1
281,2,1
282,2,1
283,2,1
284,2,1
285,2,1
286,2,1
287,2,2
288,2,2
289,2,2
290,2,2
291,2,2
292,2,2
293,2,2
294,2,2
295,2,2
296,2,2
297,2,2
298,2,1
299,2,1
300,2,1
301,2,1
302,2,1
303,2,1
304,2,1
305,2,1
306,2,1
307,2,3
308,2,2
309,2,2
310,2,2
311,2,2
312,2,2
313,2,2
314,2,2
315,2,2
316,2,3
317,2,3
318,2,3
319,2,3
320,2,3
321,2,3
322,2,3
323,2,3
324,2,2
325,2,2
326,2,2
327,2,2
328,2,2
329,2,2
330,2,2
331,2,2
332,2,2
333,2,2
334,2,2
335,2,2
336,2,2
337,2,2
338,2,2
339,2,2
340,2,2
341,2,2
342,2,2
343,2,2
344,2,2
345,2,3
346,2,3
347,2,3
348,2,3
349,2,1
350,2,1
351,2,1
352,2,1
353,2,1
354,2,1
355,2,1
356,2,1
357,2,2
358,2,2
359,2,2
360,2,2
361,2,2
362,2,2
363,2,2
364,2,2
365,2,2
366,2,2
367,2,2
368,2,1
369,2,1
370,2,1
371,2,1
372,2,1
373,2,1
374,2,1
375,2,1
376,2,1
377,2,1
378,2,1
379,2,1
380,2,1
381,2,1
382,2,1
383,2,1
384,2,2
385,2,2
386,2,2
387,2,2
388,2,2
389,2,2
390,2,2
391,2,2
392,2,2
393,2,2
394,2,2
395,2,2
396,2,2
397,2,2
398,2,2
399,2,2
400,2,2
401,2,2
402,2,3
403,2,1
404,2,1
405,2,1
406,2,1
407,2,1
408,2,1
409,2,1
410,2,1
411,2,1
412,2,3
413,2,1
414,2,1
415,2,1
416,2,2
417,2,2
418,2,2
419,2,2
420,2,2
421,2,2
422,2,3
423,2,3
424,2,3
425,2,3
426,2,3
427,2,3
428,2,3
429,2,3
430,2,3
431,2,1
432,2,1
433,2,1
434,2,1
435,2,1
436,2,1
437,2,1
438,2,1
439,2,1
440,2,1
441,2,1
442,2,2
443,2,2
444,2,2
445,2,2
446,2,2
447,2,2
448,2,2
449,2,2
450,2,2
451,2,2
452,2,2
453,2,2
454,2,3
455,2,3
456,2,3
457,2,3
458,2,3
459,2,1
460,2,1
461,2,1
462,2,1
463,2,1
464,2,1
465,2,1
466,2,1
467,2,1
468,2,1
469,2,1
470,2,1
471,2,2
472,2,2
473,2,1
474,2,2
475,2,2
476,2,3
477,2,3
478,2,3
479,2,3
480,2,3
481,2,3
482,2,3
483,2,3
484,2,3
485,2,3
486,2,1
487,2,1
488,2,1
489,2,1
490,2,1
491,2,1
492,2,1
493,2,1
494,2,2
495,2,2
496,2,2
497,2,2
498,2,2
499,2,2
500,2,2
501,2,2
502,2,2
503,2,2
504,2,2
505,2,2
506,2,2
507,2,2
508,2,2
509,2,3
510,2,1
511,2,1
512,2,1
513,2,1
514,2,1
515,2,1
516,2,1
517,2,1
518,2,2
519,2,2
520,2,2
521,2,2
522,2,2
523,2,2
524,2,2
525,2,2
526,2,2
527,2,2
528,2,2
529,2,2
530,2,2
531,2,1
532,2,1
533,2,1
534,2,1
535,2,1
536,2,1
537,2,1
538,2,1
539,2,1
540,2,1
541,2,1
542,2,2
543,2,2
544,2,2
545,2,2
546,2,2
547,2,2
548,2,2
549,2,2
550,2,2
551,2,2
552,2,1
553,2,2
554,2,1
555,2,1
556,2,1
557,2,1
558,2,1
559,2,1
560,2,1
561,2,1
562,2,1
563,2,1
564,2,1
565,2,1
566,2,1
567,2,3
568,2,2
569,2,2
570,2,2
571,2,2
572,2,2
573,2,2
574,2,2
575,2,2
576,2,2
577,2,2
578,2,2
579,2,2
580,2,2
581,2,2
582,2,2
583,2,1
584,2,1
585,2,3
586,2,3
587,2,3
588,2,3
589,2,3
590,2,3
591,2,3
592,2,3
593,2,3
594,2,2
595,2,2
596,2,2
597,2,2
598,2,1
599,2,2
600,2,2
601,2,2
602,2,2
603,2,2
604,2,1
605,2,1
606,2,1
607,2,1
608,2,1
609,2,1
610,2,1
611,2,1
612,2,1
613,2,1
614,2,1
615,2,1
616,2,1
617,2,1
618,2,1
619,2,1
620,2,2
621,2,2
622,2,2
623,2,2
624,2,2
625,2,2
626,2,2
627,2,2
628,2,2
629,2,2
630,2,2
631,2,1
632,2,1
633,2,1
634,2,1
635,2,1
636,2,1
637,2,1
638,2,1
639,2,1
640,2,1
641,2,1
642,2,2
643,2,2
644,2,2
645,2,2
646,2,2
647,2,2
648,2,2
649,2,2
650,2,2
651,2,2
652,2,2
653,2,2
654,2,2
655,2,2
656,2,2
657,2,3
658,2,1
659,2,1
660,2,1
661,2,1
662,2,1
663,2,1
664,2,1
665,2,1
666,2,1
667,2,1
668,2,1
669,2,1
670,2,1
671,2,1
672,2,1
673,2,1
674,2,2
675,2,2
676,2,2
677,2,2
678,2,2
679,2,3
680,2,3
681,2,3
682,2,3
683,2,3
684,2,3
685,2,3
686,2,3
687,2,3
688,2,1
689,2,1
690,2,1
691,2,1
692,2,1
693,2,1
694,2,1
695,2,2
696,2,2
697,2,2
698,2,2
699,2,2
700,2,2
701,2,2
702,2,2
703,2,2
704,2,2
705,2,2
706,2,2
707,2,2
708,2,2
709,2,3
710,2,1
711,2,1
712,2,1
713,2,1
714,2,1
715,2,1
716,2,1
717,2,1
718,2,1
719,2,1
720,2,1
721,2,2
722,2,2
723,2,2
724,2,2
725,2,2
726,2,2
727,2,2
728,2,2
729,2,3
730,2,3
731,2,3
732,2,3
733,2,3
734,2,3
735,2,3
736,2,3
737,2,3
738,2,3
739,2,2
740,2,2
741,2,1
742,2,1
743,2,1
744,2,1
745,2,1
746,2,1
747,2,1
748,2,1
749,2,1
750,2,1
751,2,2
752,2,2
753,2,2
754,2,2
755,2,2
756,2,2
757,2,2
758,2,2
759,2,2
760,2,2
761,2,2
762,2,2
763,2,2
764,2,2
765,2,2
766,2,2
767,2,2
768,2,2
769,2,1
770,2,1
771,2,1
772,2,1
773,2,1
774,2,1
775,2,1
776,2,1
777,2,1
778,2,0
779,2,0
780,2,0
781,2,0
782,2,0
783,2,1
784,2,0
785,2,1
786,2,1
787,2,1
788,2,1
789,2,1
790,2,1
791,2,1
792,2,1
793,2,1
794,2,3
795,2,1
796,2,1
797,2,1
798,2,2
799,2,2
800,2,2
801,2,2
802,2,2
803,2,3
804,2,3
805,2,3
806,2,3
807,2,3
808,2,3
809,2,3
810,2,3
811,2,3
812,2,3
813,2,3
814,2,1
815,2,1
816,2,1
817,2,1
818,2,1
819,2,1
820,2,1
821,2,2
822,2,2
823,2,2
824,2,2
825,2,2
826,2,2
827,2,2
828,2,2
829,2,2
830,2,2
831,2,2
832,2,2
833,2,2
834,2,2
835,2,2
836,2,2
837,2,3
838,2,3
839,2,3
840,2,3
841,2,1
842,2,1
843,2,1
844,2,1
845,2,1
846,2,1
847,2,3
848,2,1
849,2,1
850,2,1
851,2,1
852,2,2
853,2,2
854,2,2
855,2,2
856,2,2
857,2,2
858,2,2
859,2,3
860,2,3
861,2,3
862,2,3
863,2,3
864,2,3
865,2,3
866,2,3
867,2,3
868,2,1
869,2,1
870,2,1
871,2,1
872,2,1
873,2,1
874,2,1
875,2,1
876,2,1
877,2,1
878,2,2
879,2,2
880,2,2
881,2,2
882,2,2
883,2,2
884,2,2
885,2,2
886,2,1
887,2,2
888,2,2
889,2,1
890,2,3
891,2,3
892,2,1
893,2,1
894,2,1
895,2,1
896,2,1
897,2,1
898,2,1
899,2,1
900,2,1
901,2,1
902,2,1
903,2,1
904,2,2
905,2,2
906,2,2
907,2,2
908,2,2
909,2,2
910,2,2
911,2,2
912,2,2
913,2,2
914,2,2
915,2,2
916,2,2
917,2,2
918,2,2
919,2,2
920,2,2
921,2,1
922,2,1
923,2,1
924,2,2
925,2,1
926,2,1
927,2,2
928,2,2
929,2,1
930,2,1
931,2,1
932,2,1
933,2,1
934,2,1
935,2,1
936,2,1
937,2,1
938,2,0
939,2,0
